,latitude,longitude,distance
0,55.7194613,38.2175991,0.3634747388785008
1,55.5111702,37.5684956,0.06031418898740007
2,55.5111702,37.5684956,0.06031418898740007
3,55.781553450000004,37.439220425449975,0.031971379345350825
4,55.773611,37.254167,0.13109224440999864
5,55.8260542,37.1144644,0.2565913324449977
6,55.9030653,37.9868423,0.1605811840533789
7,55.8070323,38.1774172,0.31864514733913024
8,55.7941948,37.546295,0.006566746252039797
9,55.6682658,38.1808789,0.3265851847148533
10,56.1210895,38.1457655,0.41715492060049864
11,55.5781938,37.9116276,0.11791049760020159
12,55.781553450000004,37.439220425449975,0.031971379345350825
13,55.821744,37.3404142,0.08056359245764155
14,55.8260542,37.1144644,0.2565913324449977
15,55.8260542,37.1144644,0.2565913324449977
16,55.8260542,37.1144644,0.2565913324449977
17,55.8260542,37.1144644,0.2565913324449977
18,55.8260542,37.1144644,0.2565913324449977
19,56.123599299999995,36.995814634062775,0.5220713398704256
20,55.821744,37.3404142,0.08056359245764155
21,55.8574066,38.4485014,0.7047931708055145
22,55.7622613,37.8565794,0.05817230098205018
23,55.8892847,37.4449896,0.047900123562249125
24,56.123599299999995,36.995814634062775,0.5220713398704256
25,55.473808250000005,38.16329650576366,0.3774734288937843
26,55.7873173,37.6008506,0.0014507695596497048
27,55.9674624,37.9098896,0.13294426952191957
28,55.9030653,37.9868423,0.1605811840533789
29,55.6180826,38.1002947,0.2529164291908489
30,55.5802736,37.6850654,0.03438412881412111
31,55.661668,37.8673073,0.0715526078972904
32,55.657604250000006,36.94404062990846,0.4599403434758124
33,56.123599299999995,36.995814634062775,0.5220713398704256
34,55.56884855,37.30956742236274,0.12727369279240985
35,55.8142589,37.0879642,0.2822508445108483
36,55.8142589,37.0879642,0.2822508445108483
37,55.9030653,37.9868423,0.1605811840533789
38,55.9030653,37.9868423,0.1605811840533789
39,55.8309544,37.1465085,0.22624909089160788
40,55.8247545,37.250477061700714,0.13857891554255403
41,55.6760018,37.4528675,0.03228803223948909
42,55.8142589,37.0879642,0.2822508445108483
43,55.8142589,37.0879642,0.2822508445108483
44,55.8142589,37.0879642,0.2822508445108483
45,55.8142589,37.0879642,0.2822508445108483
46,55.8142589,37.0879642,0.2822508445108483
47,55.8142589,37.0879642,0.2822508445108483
48,55.8260542,37.1144644,0.2565913324449977
49,55.8260542,37.1144644,0.2565913324449977
50,55.5412721,37.5325392,0.051389675495050365
51,55.8260542,37.1144644,0.2565913324449977
52,55.7383922,36.8534807,0.5810164827733331
53,55.0197404,38.0906656,0.7621843899355184
54,55.787296,36.9792907,0.4061212544824905
55,55.787296,36.9792907,0.4061212544824905
56,55.8142589,37.0879642,0.2822508445108483
57,55.6641579,37.5203033,0.01683287240330022
58,55.661668,37.8673073,0.0715526078972904
59,55.6641579,37.5203033,0.01683287240330022
60,55.8260542,37.1144644,0.2565913324449977
61,55.8260542,37.1144644,0.2565913324449977
62,55.8643545,37.6565518,0.014255681793489152
63,55.821744,37.3404142,0.08056359245764155
64,55.821744,37.3404142,0.08056359245764155
65,55.7334026,36.8467814,0.5914353819527248
66,55.657604250000006,36.94404062990846,0.4599403434758124
67,55.8759939,37.4693872,0.03670311256104908
68,55.7880925,37.95305579263158,0.11516468353685776
69,55.7880925,37.95305579263158,0.11516468353685776
70,55.7297523,37.6508743,0.0017481754757798593
71,55.7041914,37.3640192,0.06559772460259991
72,55.8260542,37.1144644,0.2565913324449977
73,55.7188083,37.4167102,0.04067215817293156
74,55.8260542,37.1144644,0.2565913324449977
75,55.8260542,37.1144644,0.2565913324449977
76,55.5542676,37.763632844114504,0.0610909579063885
77,55.8260542,37.1144644,0.2565913324449977
78,55.6998907,36.1946992,2.0216953463071254
79,55.8948969,37.2731942,0.13760413714325032
80,55.7197668,37.7267116,0.013397700116800207
81,55.79794005,37.99586191014993,0.14669127248487285
82,55.79794005,37.99586191014993,0.14669127248487285
83,55.7325187,36.851692,0.5839427860336912
84,55.79794005,37.99586191014993,0.14669127248487285
85,55.79794005,37.99586191014993,0.14669127248487285
86,55.79794005,37.99586191014993,0.14669127248487285
87,55.79794005,37.99586191014993,0.14669127248487285
88,55.79794005,37.99586191014993,0.14669127248487285
89,55.7884676,37.5592443,0.004491303732249355
90,55.7880925,37.95305579263158,0.11516468353685776
91,55.7208421,37.3666309,0.062968930647222
92,55.6675553,37.5537277,0.010992906745380606
93,55.9153828,36.8747653,0.5754646789399314
94,55.7011118,37.5788525,0.003960382935490024
95,55.8393315,37.4865643,0.024242110166740414
96,55.8393315,37.4865643,0.024242110166740414
97,55.8393315,37.4865643,0.024242110166740414
98,55.8393315,37.4865643,0.024242110166740414
99,55.8393315,37.4865643,0.024242110166740414
100,55.8393315,37.4865643,0.024242110166740414
101,55.8393315,37.4865643,0.024242110166740414
102,55.8393315,37.4865643,0.024242110166740414
103,55.8393315,37.4865643,0.024242110166740414
104,55.8393315,37.4865643,0.024242110166740414
105,55.8393315,37.4865643,0.024242110166740414
106,55.8393315,37.4865643,0.024242110166740414
107,55.8393315,37.4865643,0.024242110166740414
108,55.8393315,37.4865643,0.024242110166740414
109,55.8393315,37.4865643,0.024242110166740414
110,55.8393315,37.4865643,0.024242110166740414
111,55.8393315,37.4865643,0.024242110166740414
112,55.8393315,37.4865643,0.024242110166740414
113,55.8393315,37.4865643,0.024242110166740414
114,55.8393315,37.4865643,0.024242110166740414
